Site,Condition,q_50_nuc_nucleus,q_50_nuc_sensor,q_50_collar_sensor
1,60 nM Binimetinib,7931.5,3312.0,2764.5
1,60 nM Binimetinib,8135.5,3244.0,2803.0
1,60 nM Binimetinib,5584.5,2773.5,2031.0
1,60 nM Binimetinib,8094.5,2050.5,1526.0
1,60 nM Binimetinib,10736.5,2468.5,1674.0
1,60 nM Binimetinib,4667.5,2534.5,1796.0
1,60 nM Binimetinib,10414.0,2771.0,2074.0
1,60 nM Binimetinib,4950.5,2503.0,2043.5
1,60 nM Binimetinib,8139.5,2485.5,1543.5
1,60 nM Binimetinib,9169.0,2724.0,2013.5
1,60 nM Binimetinib,8947.5,2507.0,2116.5
1,60 nM Binimetinib,5014.0,2142.0,1990.0
1,60 nM Binimetinib,6162.5,2562.5,1950.5
1,60 nM Binimetinib,7193.0,1956.5,1371.0
1,60 nM Binimetinib,5127.0,2175.0,2133.0
1,60 nM Binimetinib,9660.5,2880.5,1576.5
1,60 nM Binimetinib,8958.0,2449.0,1689.5
1,60 nM Binimetinib,11024.0,3646.0,2346.0
1,60 nM Binimetinib,7194.0,2478.0,1769.0
1,60 nM Binimetinib,5404.0,2298.0,2107.0
1,60 nM Binimetinib,6739.5,1878.0,1747.0
1,60 nM Binimetinib,8489.0,2452.0,1573.0
1,60 nM Binimetinib,9901.0,3242.0,2394.5
1,60 nM Binimetinib,10055.0,2695.0,1728.5
1,60 nM Binimetinib,13101.0,3444.0,2502.5
1,60 nM Binimetinib,9146.0,4476.0,2785.0
1,60 nM Binimetinib,9211.0,2639.0,1978.0
1,60 nM Binimetinib,11772.0,3097.0,2282.0
1,60 nM Binimetinib,7985.5,2228.0,1864.0
1,60 nM Binimetinib,4896.0,2534.0,1844.5
1,60 nM Binimetinib,7838.5,2247.5,1427.5
1,60 nM Binimetinib,7624.0,2696.0,1894.0
1,60 nM Binimetinib,8360.0,2501.0,1611.5
1,60 nM Binimetinib,5963.0,2335.5,1748.0
1,60 nM Binimetinib,8355.5,2387.0,1999.0
1,60 nM Binimetinib,9755.0,2938.0,2484.5
1,60 nM Binimetinib,7311.5,2156.5,1609.5
1,60 nM Binimetinib,8127.0,2730.0,1783.0
1,60 nM Binimetinib,9665.0,2607.0,1961.0
1,60 nM Binimetinib,6441.0,2882.0,2445.0
1,60 nM Binimetinib,8427.0,2661.0,2032.5
1,60 nM Binimetinib,6662.0,1927.0,1436.0
1,60 nM Binimetinib,10118.0,2204.0,1633.0
1,60 nM Binimetinib,10241.5,2849.0,2218.0
1,60 nM Binimetinib,3679.0,1538.0,1347.0
1,60 nM Binimetinib,10356.0,2139.0,1663.5
1,60 nM Binimetinib,2591.0,1514.0,627.0
1,60 nM Binimetinib,11244.0,4773.0,3168.0
1,60 nM Binimetinib,5314.0,1910.0,1388.0
1,60 nM Binimetinib,8938.0,2614.0,1937.5
1,60 nM Binimetinib,8512.0,2443.0,1758.0
1,60 nM Binimetinib,8497.5,2762.0,1888.0
1,60 nM Binimetinib,8345.0,2534.0,1767.0
1,60 nM Binimetinib,4078.5,1691.0,1260.0
1,60 nM Binimetinib,9164.5,2822.5,2271.0
1,60 nM Binimetinib,9398.0,2506.0,2027.5
1,60 nM Binimetinib,9140.0,2895.0,2196.0
1,60 nM Binimetinib,4494.0,2518.0,1559.0
1,60 nM Binimetinib,5910.5,1527.0,1365.0
1,60 nM Binimetinib,6828.0,3036.0,2072.5
1,60 nM Binimetinib,7232.0,2065.0,1924.0
1,60 nM Binimetinib,7862.5,2196.0,1833.0
1,60 nM Binimetinib,4765.0,2266.0,1598.5
1,60 nM Binimetinib,9931.0,2864.0,2211.0
1,60 nM Binimetinib,5948.0,2427.0,2023.0
1,60 nM Binimetinib,3421.0,1005.0,463.5
1,60 nM Binimetinib,5854.0,2863.0,1927.0
1,60 nM Binimetinib,6291.0,2210.0,1809.0
1,60 nM Binimetinib,7509.0,3902.0,2599.0
1,60 nM Binimetinib,5264.0,2472.0,2129.0
1,60 nM Binimetinib,7527.0,3759.0,2459.0
1,60 nM Binimetinib,6042.5,1670.0,1525.0
1,60 nM Binimetinib,8034.0,2471.0,2047.5
1,60 nM Binimetinib,7335.0,2131.0,1901.0
1,60 nM Binimetinib,5242.5,3390.5,2188.0
1,60 nM Binimetinib,5604.5,2457.5,2063.0
1,60 nM Binimetinib,7941.5,1549.0,1455.0
1,60 nM Binimetinib,8868.0,2513.0,1767.0
1,60 nM Binimetinib,8831.5,2517.5,1881.5
1,60 nM Binimetinib,8709.0,2046.0,1465.0
1,60 nM Binimetinib,7027.5,2192.5,1871.0
1,60 nM Binimetinib,9435.0,2628.0,1939.0
1,60 nM Binimetinib,5902.0,1846.0,1620.5
1,60 nM Binimetinib,7978.0,2443.0,2103.0
1,60 nM Binimetinib,6191.5,1904.0,1388.0
1,60 nM Binimetinib,4825.0,2883.0,2187.0
1,60 nM Binimetinib,6684.0,2238.0,1764.0
1,60 nM Binimetinib,4375.0,1626.0,1274.0
1,60 nM Binimetinib,6395.0,2138.0,1891.0
1,60 nM Binimetinib,7078.0,1896.0,1672.0
1,60 nM Binimetinib,4998.5,2609.0,1595.0
1,60 nM Binimetinib,6861.0,2039.0,1726.0
1,60 nM Binimetinib,4436.5,2492.0,1532.0
1,60 nM Binimetinib,3607.5,1771.0,1268.0
1,60 nM Binimetinib,6481.5,2565.5,2091.0
1,60 nM Binimetinib,3557.0,1177.0,936.0
1,60 nM Binimetinib,7353.0,2084.0,1457.0
1,60 nM Binimetinib,6494.5,2285.5,1782.0
1,60 nM Binimetinib,4923.0,1847.0,1256.0
1,60 nM Binimetinib,6639.0,2278.0,1619.0
1,60 nM Binimetinib,6914.0,2080.0,1617.5
1,60 nM Binimetinib,4513.0,2497.5,1657.0
1,60 nM Binimetinib,6376.0,2105.0,1757.0
1,60 nM Binimetinib,6240.0,2627.0,1956.0
1,60 nM Binimetinib,6547.0,2142.0,1563.0
1,60 nM Binimetinib,7573.0,2188.5,1745.0
1,60 nM Binimetinib,5849.0,2374.0,1827.0
1,60 nM Binimetinib,6882.0,2290.0,1503.0
1,60 nM Binimetinib,7551.0,2263.0,1721.0
1,60 nM Binimetinib,6526.5,1894.5,1469.0
1,60 nM Binimetinib,6741.0,1907.0,1577.0
1,60 nM Binimetinib,4257.5,1387.0,1142.0
1,60 nM Binimetinib,5075.0,1622.0,1320.5
1,60 nM Binimetinib,6020.5,1751.5,1480.0
1,60 nM Binimetinib,5059.0,2060.0,1565.0
1,60 nM Binimetinib,5547.0,1629.0,1158.0
1,60 nM Binimetinib,7415.5,2127.5,1545.0
1,60 nM Binimetinib,4055.5,2140.5,1700.0
1,60 nM Binimetinib,4011.0,2024.0,1524.0
1,60 nM Binimetinib,2571.5,2133.5,1049.0
1,60 nM Binimetinib,3299.0,2408.0,1114.0
1,60 nM Binimetinib,4210.0,2028.0,832.0
1,60 nM Binimetinib,4347.0,1972.0,784.0
1,60 nM Binimetinib,2721.5,2075.0,1107.0
1,60 nM Binimetinib,3229.5,1985.0,1579.5
1,60 nM Binimetinib,5711.5,1822.0,756.5
1,60 nM Binimetinib,2419.0,1351.0,601.5
1,60 nM Binimetinib,4166.0,2256.0,1622.0
1,60 nM Binimetinib,3780.0,2258.0,1504.0
1,60 nM Binimetinib,2624.0,1783.5,927.5
1,60 nM Binimetinib,5198.5,2026.0,663.0
1,60 nM Binimetinib,5148.5,2673.0,1949.0
1,60 nM Binimetinib,5246.0,1807.0,698.0
1,60 nM Binimetinib,6655.5,1636.5,785.0
1,60 nM Binimetinib,5698.0,2315.0,1427.5
1,60 nM Binimetinib,4719.0,1742.0,720.0
1,60 nM Binimetinib,7458.5,2551.0,1263.0
1,60 nM Binimetinib,8469.0,2608.0,2138.0
1,60 nM Binimetinib,9149.5,2804.5,2575.0
1,60 nM Binimetinib,6617.0,2661.0,1913.0
1,60 nM Binimetinib,5729.0,3566.0,2651.0
1,60 nM Binimetinib,5359.5,3258.0,2533.0
1,60 nM Binimetinib,8578.5,3021.0,2240.0
1,60 nM Binimetinib,5571.0,2054.0,2004.0
1,60 nM Binimetinib,3076.5,4261.0,3484.0
1,60 nM Binimetinib,7410.5,2746.0,2133.0
1,60 nM Binimetinib,7856.0,2399.0,1871.0
1,60 nM Binimetinib,9749.0,3202.0,2966.0
1,60 nM Binimetinib,7256.0,2609.5,1859.0
1,60 nM Binimetinib,9925.0,3746.0,2898.5
1,60 nM Binimetinib,10990.5,3621.5,3108.0
1,60 nM Binimetinib,8135.0,3101.0,2312.0
1,60 nM Binimetinib,9018.0,3742.0,2896.0
1,60 nM Binimetinib,8537.0,3324.0,2234.0
1,60 nM Binimetinib,9386.5,2955.5,2776.5
1,60 nM Binimetinib,8116.5,2722.5,2107.0
1,60 nM Binimetinib,9976.0,2467.5,1802.0
1,60 nM Binimetinib,8353.0,4142.0,2883.0
1,60 nM Binimetinib,9125.5,3752.0,2869.0
1,60 nM Binimetinib,8339.5,3286.0,2895.0
1,60 nM Binimetinib,9304.0,2999.0,2578.0
1,60 nM Binimetinib,3377.5,2034.5,2095.5
1,60 nM Binimetinib,10476.0,4382.0,3401.5
1,60 nM Binimetinib,8157.0,2693.0,1925.0
1,60 nM Binimetinib,10391.0,3301.0,1956.0
1,60 nM Binimetinib,7629.0,3187.0,2337.0
1,60 nM Binimetinib,8729.0,2736.0,2224.0
1,60 nM Binimetinib,8758.5,3051.5,2678.5
1,60 nM Binimetinib,7294.0,2505.0,2311.0
1,60 nM Binimetinib,7298.5,3151.0,2145.0
1,60 nM Binimetinib,9325.0,2825.5,2735.5
1,60 nM Binimetinib,9865.5,3263.0,2705.0
1,60 nM Binimetinib,8975.0,3194.0,2604.5
1,60 nM Binimetinib,5544.0,2179.0,903.0
1,60 nM Binimetinib,8655.0,4316.0,3434.0
1,60 nM Binimetinib,8781.5,3544.5,2257.5
1,60 nM Binimetinib,10306.0,4060.5,3126.0
1,60 nM Binimetinib,7336.5,2909.0,2185.5
1,60 nM Binimetinib,8735.5,3272.0,2396.0
1,60 nM Binimetinib,13622.0,4670.0,3451.0
1,60 nM Binimetinib,15668.0,3607.0,2900.0
1,60 nM Binimetinib,8890.5,3178.0,2649.5
1,60 nM Binimetinib,8708.0,2864.0,2548.0
1,60 nM Binimetinib,9413.0,3242.0,2674.0
1,60 nM Binimetinib,7898.5,3347.0,2872.0
1,60 nM Binimetinib,9108.0,4200.0,3437.0
1,60 nM Binimetinib,10364.5,3309.0,2212.0
1,60 nM Binimetinib,5532.5,2992.0,2453.5
1,60 nM Binimetinib,8001.0,2572.0,2326.5
1,60 nM Binimetinib,11237.0,2647.0,2295.0
1,60 nM Binimetinib,8163.0,3692.0,2268.5
1,60 nM Binimetinib,6412.5,3025.5,2548.5
1,60 nM Binimetinib,10310.0,2674.5,2271.0
1,60 nM Binimetinib,6381.0,3348.5,2398.5
1,60 nM Binimetinib,7746.0,2525.0,2059.0
1,60 nM Binimetinib,5327.0,4206.5,2843.0
1,60 nM Binimetinib,10251.0,2981.0,2312.0
1,60 nM Binimetinib,8894.0,2851.0,2419.5
1,60 nM Binimetinib,5875.0,2967.0,1725.0
1,60 nM Binimetinib,9801.5,3450.5,2561.0
1,60 nM Binimetinib,9533.5,4638.0,3274.0
1,60 nM Binimetinib,5753.0,2809.0,2248.0
1,60 nM Binimetinib,8262.0,3798.0,3193.0
1,60 nM Binimetinib,4898.0,2417.0,2304.5
1,60 nM Binimetinib,6444.0,2270.0,2229.0
1,60 nM Binimetinib,7525.0,3347.0,2213.0
1,60 nM Binimetinib,11846.5,3146.5,2966.0
1,60 nM Binimetinib,6400.5,4191.5,3824.0
1,60 nM Binimetinib,10432.0,3103.0,1987.0
1,60 nM Binimetinib,10389.5,3170.5,2304.5
1,60 nM Binimetinib,6509.0,3705.5,3091.5
1,60 nM Binimetinib,11795.0,3871.0,2721.0
1,60 nM Binimetinib,10830.0,3275.0,2629.5
1,60 nM Binimetinib,5223.5,2732.5,2475.0
1,60 nM Binimetinib,7974.0,3199.0,2954.0
1,60 nM Binimetinib,11071.0,3175.0,2563.0
1,60 nM Binimetinib,5356.0,2486.0,1391.0
1,60 nM Binimetinib,8688.5,2905.0,2315.0
1,60 nM Binimetinib,6971.0,3115.0,2766.0
1,60 nM Binimetinib,8939.5,3572.0,2821.0
1,60 nM Binimetinib,6811.0,2395.0,2133.5
1,60 nM Binimetinib,9200.0,2946.0,2644.0
1,60 nM Binimetinib,9319.0,3425.5,2743.5
1,60 nM Binimetinib,6420.0,3313.0,2453.5
1,60 nM Binimetinib,10218.0,3225.0,2610.5
1,60 nM Binimetinib,3624.5,2095.5,1335.5
1,60 nM Binimetinib,9001.0,5007.0,3615.0
1,60 nM Binimetinib,10277.0,3359.0,2803.0
1,60 nM Binimetinib,4348.5,2255.5,2362.0
1,60 nM Binimetinib,10084.0,3388.0,2735.5
1,60 nM Binimetinib,10407.5,3591.0,2660.0
1,60 nM Binimetinib,7327.0,3961.0,2886.0
1,60 nM Binimetinib,7031.0,2838.0,2516.0
1,60 nM Binimetinib,4954.5,2885.0,2697.0
1,60 nM Binimetinib,4629.0,2388.0,2444.0
1,60 nM Binimetinib,9299.0,3402.0,2756.0
1,60 nM Binimetinib,7500.0,2635.0,2349.0
1,60 nM Binimetinib,7546.0,2973.0,2227.5
1,60 nM Binimetinib,3742.5,2171.0,2047.5
1,60 nM Binimetinib,10310.0,3964.0,2783.0
1,60 nM Binimetinib,5009.0,2267.0,1767.5
1,60 nM Binimetinib,6373.0,3182.5,2349.0
1,60 nM Binimetinib,7244.5,3655.0,2782.5
1,60 nM Binimetinib,4553.0,2129.0,1497.0
1,60 nM Binimetinib,3192.0,3559.5,2922.0
1,60 nM Binimetinib,6875.0,3673.5,2214.0
1,60 nM Binimetinib,4677.5,2186.0,2134.5
1,60 nM Binimetinib,6317.0,2755.5,2318.5
1,60 nM Binimetinib,8062.0,4151.0,2330.0
1,60 nM Binimetinib,7052.5,3099.0,2684.0
1,60 nM Binimetinib,8777.5,3182.0,1819.0
1,60 nM Binimetinib,4858.0,1999.0,1842.0
1,60 nM Binimetinib,4983.0,2191.0,1708.0
1,60 nM Binimetinib,6846.0,2681.0,2060.5
1,60 nM Binimetinib,6846.0,3443.0,2478.5
1,60 nM Binimetinib,5828.5,2386.5,1904.0
1,60 nM Binimetinib,7080.5,3271.0,2404.5
1,60 nM Binimetinib,6572.0,3222.0,1939.0
1,60 nM Binimetinib,4811.0,1923.0,1848.0
1,60 nM Binimetinib,5279.0,1955.0,1721.5
1,60 nM Binimetinib,5088.5,2592.5,1825.0
1,60 nM Binimetinib,4479.5,2419.0,1712.0
1,60 nM Binimetinib,3166.0,2261.0,1132.0
1,60 nM Binimetinib,9323.0,3453.0,1889.0
1,60 nM Binimetinib,8091.0,3482.0,2030.0
1,60 nM Binimetinib,11024.0,4649.0,2931.5
1,60 nM Binimetinib,10112.0,3989.0,2201.0
1,60 nM Binimetinib,5945.0,2792.0,1478.0
1,60 nM Binimetinib,8887.0,3483.0,1662.0
1,60 nM Binimetinib,10375.0,4116.0,2724.0
1,60 nM Binimetinib,8279.5,3140.0,1618.5
1,60 nM Binimetinib,9440.0,3290.0,2103.5
1,60 nM Binimetinib,11547.5,4564.0,2360.0
1,60 nM Binimetinib,12397.0,3859.0,2457.0
1,60 nM Binimetinib,6262.0,2748.0,1657.0
1,60 nM Binimetinib,10473.0,3400.0,2171.5
1,60 nM Binimetinib,6100.0,2925.0,1511.5
1,60 nM Binimetinib,6549.0,2958.0,2299.0
1,60 nM Binimetinib,8170.0,2927.5,1502.0
1,60 nM Binimetinib,16959.0,2318.0,2280.0
1,60 nM Binimetinib,7377.0,3410.0,2016.0
1,60 nM Binimetinib,7062.0,3351.0,2195.5
1,60 nM Binimetinib,9181.5,3455.5,2299.0
1,60 nM Binimetinib,10962.0,3643.5,2585.0
1,60 nM Binimetinib,10012.0,3608.0,2149.0
1,60 nM Binimetinib,9152.0,2950.0,2500.0
1,60 nM Binimetinib,9137.0,3909.0,1923.5
1,60 nM Binimetinib,7279.0,3342.0,2148.5
1,60 nM Binimetinib,9709.5,3931.5,2460.0
1,60 nM Binimetinib,9972.0,3525.0,2305.0
1,60 nM Binimetinib,6852.0,3137.0,2165.0
1,60 nM Binimetinib,9058.0,3431.5,2334.0
1,60 nM Binimetinib,9643.0,3572.0,1961.5
1,60 nM Binimetinib,8387.0,3819.0,1899.0
1,60 nM Binimetinib,13916.0,1722.0,1196.0
1,60 nM Binimetinib,8260.5,2925.0,1619.0
1,60 nM Binimetinib,6845.0,2720.0,1600.0
1,60 nM Binimetinib,7932.0,3686.0,2539.5
1,60 nM Binimetinib,7194.0,3016.0,1732.0
1,60 nM Binimetinib,9825.0,2826.0,2424.5
1,60 nM Binimetinib,9392.5,4148.5,2596.0
1,60 nM Binimetinib,9110.0,3248.0,2104.5
1,60 nM Binimetinib,8733.0,3522.0,2366.0
1,60 nM Binimetinib,7963.0,3387.0,2508.0
1,60 nM Binimetinib,9157.5,3994.0,2702.0
1,60 nM Binimetinib,9844.0,3510.0,2290.0
1,60 nM Binimetinib,8679.0,3459.0,2518.0
1,60 nM Binimetinib,7629.0,2803.0,1600.0
1,60 nM Binimetinib,8194.0,3179.0,2054.0
1,60 nM Binimetinib,8674.5,2047.0,2007.0
1,60 nM Binimetinib,7080.0,2763.0,1696.0
1,60 nM Binimetinib,10970.5,3708.0,1918.0
1,60 nM Binimetinib,7721.0,2662.0,1743.0
1,60 nM Binimetinib,7330.0,3200.0,2279.0
1,60 nM Binimetinib,15863.0,2328.0,2242.0
1,60 nM Binimetinib,4601.5,1740.0,873.0
1,60 nM Binimetinib,8792.5,2517.0,2086.0
1,60 nM Binimetinib,11428.0,4601.0,2957.0
1,60 nM Binimetinib,7968.5,2131.0,1939.0
1,60 nM Binimetinib,8121.0,2989.0,2125.5
1,60 nM Binimetinib,7135.0,2636.0,1726.0
1,60 nM Binimetinib,7523.0,3325.0,1858.0
1,60 nM Binimetinib,9301.0,3648.0,2274.0
1,60 nM Binimetinib,7460.0,2871.0,1750.0
1,60 nM Binimetinib,7675.0,3305.0,2082.0
1,60 nM Binimetinib,7285.0,2587.0,1838.0
1,60 nM Binimetinib,4859.5,2092.0,692.0
1,60 nM Binimetinib,289.0,549.0,272.5
1,60 nM Binimetinib,2850.0,2218.0,902.0
1,60 nM Binimetinib,4302.0,1747.5,970.0
1,60 nM Binimetinib,6105.0,2639.0,1689.0
1,60 nM Binimetinib,7395.0,2334.5,1388.0
1,60 nM Binimetinib,1179.0,594.0,530.0
1,60 nM Binimetinib,2994.5,1454.5,906.0
1,60 nM Binimetinib,1680.0,981.5,930.0
1,60 nM Binimetinib,3889.5,1339.0,876.5
1,60 nM Binimetinib,2493.0,1397.0,1100.5
1,60 nM Binimetinib,3391.5,1398.0,877.0
1,60 nM Binimetinib,2100.5,945.0,859.5
1,60 nM Binimetinib,3745.0,2609.5,1567.0
1,60 nM Binimetinib,5235.0,1633.0,911.0
1,60 nM Binimetinib,3372.0,1482.0,1125.0
1,60 nM Binimetinib,937.5,447.0,368.0
1,60 nM Binimetinib,2731.5,991.0,780.0
1,60 nM Binimetinib,1289.0,755.0,727.0
1,60 nM Binimetinib,2128.5,1253.5,1093.0
1,60 nM Binimetinib,3600.5,1735.0,1003.0
1,60 nM Binimetinib,3308.0,1945.0,1214.5
1,60 nM Binimetinib,3326.0,1649.0,1189.0
1,60 nM Binimetinib,4404.0,2630.5,1793.5
1,60 nM Binimetinib,5166.0,2320.0,1390.0
1,60 nM Binimetinib,5128.0,1953.0,1572.0
1,60 nM Binimetinib,4981.0,2326.0,1185.5
1,60 nM Binimetinib,4421.0,1343.0,685.0
1,60 nM Binimetinib,6987.5,2260.0,1356.5
1,60 nM Binimetinib,1055.5,470.0,416.5
1,60 nM Binimetinib,2563.0,1316.0,1134.0
1,60 nM Binimetinib,3632.0,1650.0,819.0
1,60 nM Binimetinib,2580.0,1980.0,1079.5
1,60 nM Binimetinib,4456.0,1254.0,1164.0
1,60 nM Binimetinib,4243.0,2650.0,1329.0
1,60 nM Binimetinib,6759.0,2902.5,2309.0
1,60 nM Binimetinib,3273.0,2004.0,1341.0
1,60 nM Binimetinib,4367.0,2275.0,1087.0
1,60 nM Binimetinib,4486.5,1237.0,1178.5
1,60 nM Binimetinib,6900.0,3046.0,2147.0
1,60 nM Binimetinib,2036.0,1196.5,341.0
1,60 nM Binimetinib,5504.0,2250.0,1620.0
1,60 nM Binimetinib,8096.0,3183.0,2515.0
1,60 nM Binimetinib,1845.0,943.0,697.0
1,60 nM Binimetinib,7420.0,3683.0,2424.5
1,60 nM Binimetinib,4811.0,3154.0,2596.5
1,60 nM Binimetinib,3674.0,1424.0,1045.5
1,60 nM Binimetinib,7126.0,3694.0,2800.0
1,60 nM Binimetinib,5453.5,2897.0,1673.0
1,60 nM Binimetinib,1600.5,1190.5,989.0
1,60 nM Binimetinib,2901.0,1620.0,1169.5
1,60 nM Binimetinib,3089.0,1586.5,1076.5
1,60 nM Binimetinib,3043.5,1583.0,1424.0
1,60 nM Binimetinib,2225.0,1246.0,1001.0
1,60 nM Binimetinib,3265.0,1253.0,992.5
1,60 nM Binimetinib,5658.0,2596.0,2134.0
1,60 nM Binimetinib,2228.0,1241.0,1098.5
1,60 nM Binimetinib,4208.0,2225.0,1852.5
1,60 nM Binimetinib,3644.0,1519.0,1265.0
1,60 nM Binimetinib,6490.0,3476.0,2706.0
1,60 nM Binimetinib,3393.0,1594.0,1083.0
1,60 nM Binimetinib,1844.0,1168.5,1065.0
1,60 nM Binimetinib,8438.0,4243.0,3084.0
1,60 nM Binimetinib,10302.0,3236.5,3151.0
1,60 nM Binimetinib,3563.0,1761.0,1460.0
1,60 nM Binimetinib,5823.0,2567.5,1785.0
1,60 nM Binimetinib,113.0,1062.0,761.0
1,60 nM Binimetinib,1256.0,837.5,655.0
1,60 nM Binimetinib,3256.0,1651.0,1426.0
1,60 nM Binimetinib,8917.0,3832.0,3295.0
1,60 nM Binimetinib,1550.0,840.0,373.0
1,60 nM Binimetinib,2471.5,1218.0,960.0
1,60 nM Binimetinib,6803.0,3696.5,3079.5
1,60 nM Binimetinib,6747.0,3454.0,2738.5
1,60 nM Binimetinib,5793.0,3100.0,2501.0
1,60 nM Binimetinib,1927.0,1588.5,1208.5
1,60 nM Binimetinib,1894.5,1326.5,1196.0
1,60 nM Binimetinib,6393.5,3484.0,3172.0
1,60 nM Binimetinib,5013.0,2426.0,1853.5
1,60 nM Binimetinib,3481.0,2153.5,1102.0
1,60 nM Binimetinib,7072.0,2404.5,2384.0
1,60 nM Binimetinib,138.0,676.0,605.0
1,60 nM Binimetinib,1294.0,755.0,684.0
1,60 nM Binimetinib,403.0,651.0,588.0
1,60 nM Binimetinib,5475.0,3229.0,2183.0
1,60 nM Binimetinib,1354.0,1062.0,923.0
1,60 nM Binimetinib,1246.0,794.0,445.0
1,60 nM Binimetinib,2231.0,1322.0,1190.0
1,60 nM Binimetinib,7011.0,4457.0,3719.0
1,60 nM Binimetinib,1682.5,1081.0,990.5
1,60 nM Binimetinib,943.0,766.0,747.0
1,60 nM Binimetinib,5293.0,2785.0,2337.0
1,60 nM Binimetinib,1905.0,1074.0,258.0
1,60 nM Binimetinib,1338.0,1153.0,927.0
1,60 nM Binimetinib,6938.5,3837.0,3036.0
1,60 nM Binimetinib,1212.0,958.5,841.5
1,60 nM Binimetinib,5884.5,2435.5,2416.0
1,60 nM Binimetinib,894.0,572.5,419.5
1,60 nM Binimetinib,5285.0,3022.5,2175.5
1,60 nM Binimetinib,6585.0,3097.5,2660.0
1,60 nM Binimetinib,5440.0,3029.0,2510.0
1,60 nM Binimetinib,1527.0,864.5,599.5
1,60 nM Binimetinib,1046.0,593.0,223.0
1,60 nM Binimetinib,4203.0,2418.0,2372.0
1,60 nM Binimetinib,460.0,321.0,255.0
1,60 nM Binimetinib,4383.0,2361.0,1794.0
1,60 nM Binimetinib,1073.0,530.0,222.0
1,60 nM Binimetinib,1916.0,904.0,403.0
1,60 nM Binimetinib,1092.0,591.0,275.0
1,60 nM Binimetinib,815.0,875.0,415.0
1,60 nM Binimetinib,465.0,381.0,274.0
1,60 nM Binimetinib,3204.0,1600.0,601.0
1,60 nM Binimetinib,1421.5,948.0,228.0
1,60 nM Binimetinib,4024.0,1840.0,762.0
1,60 nM Binimetinib,3114.0,1450.0,374.0
1,60 nM Binimetinib,7416.0,2272.0,1607.0
1,60 nM Binimetinib,8608.0,3678.0,2151.0
1,60 nM Binimetinib,7554.0,3276.0,1879.5
1,60 nM Binimetinib,7235.0,3461.0,1734.0
1,60 nM Binimetinib,7473.0,3312.0,2129.0
1,60 nM Binimetinib,4685.0,1708.0,1398.0
1,60 nM Binimetinib,9338.0,2344.0,2002.0
1,60 nM Binimetinib,9363.0,3268.0,2209.5
1,60 nM Binimetinib,8171.0,3199.0,1773.0
1,60 nM Binimetinib,9066.0,2761.0,1390.0
1,60 nM Binimetinib,9780.0,1461.0,1182.5
1,60 nM Binimetinib,9716.0,3381.0,2468.0
1,60 nM Binimetinib,8506.5,3358.0,2584.5
1,60 nM Binimetinib,13330.5,5160.0,3673.0
1,60 nM Binimetinib,10233.0,4276.0,2612.0
1,60 nM Binimetinib,6601.5,2620.0,1478.0
1,60 nM Binimetinib,8238.0,2851.0,2096.0
1,60 nM Binimetinib,4225.0,1960.5,1318.0
1,60 nM Binimetinib,5278.0,1162.0,617.0
1,60 nM Binimetinib,6092.5,2075.5,901.5
1,60 nM Binimetinib,5773.0,2996.0,1544.5
1,60 nM Binimetinib,8455.0,2968.0,1753.5
1,60 nM Binimetinib,5936.0,3013.0,1709.0
1,60 nM Binimetinib,4606.0,2053.0,1544.0
1,60 nM Binimetinib,8872.0,3626.0,2208.0
1,60 nM Binimetinib,6147.0,3313.0,1996.5
1,60 nM Binimetinib,8762.0,3887.0,2332.0
1,60 nM Binimetinib,8218.5,3148.0,1947.0
1,60 nM Binimetinib,1264.0,1134.0,742.0
1,60 nM Binimetinib,7110.0,2284.0,1256.0
1,60 nM Binimetinib,11061.5,4392.5,3316.5
1,60 nM Binimetinib,11862.0,4789.0,3534.0
1,60 nM Binimetinib,7580.0,2525.0,1301.0
1,60 nM Binimetinib,6104.0,2434.0,1586.5
1,60 nM Binimetinib,3871.5,1441.0,1003.0
1,60 nM Binimetinib,5958.0,2041.0,1375.5
1,60 nM Binimetinib,10371.5,3571.0,2526.5
1,60 nM Binimetinib,6115.0,1471.0,1683.0
1,60 nM Binimetinib,6882.0,2531.0,1905.0
1,60 nM Binimetinib,6224.0,2470.0,1270.0
1,60 nM Binimetinib,5744.5,2516.0,1483.0
1,60 nM Binimetinib,9435.0,2553.0,2383.0
1,60 nM Binimetinib,8740.0,3464.0,2624.5
1,60 nM Binimetinib,9196.0,3010.0,2197.0
1,60 nM Binimetinib,5005.0,1510.0,1380.0
1,60 nM Binimetinib,10616.0,3545.0,2783.5
1,60 nM Binimetinib,7108.0,2331.0,2124.0
1,60 nM Binimetinib,11747.5,3391.0,2565.5
1,60 nM Binimetinib,5325.5,2038.0,1528.5
1,60 nM Binimetinib,6771.0,2647.0,2175.0
1,60 nM Binimetinib,5859.0,2923.0,1686.5
1,60 nM Binimetinib,8055.5,2804.0,2498.0
1,60 nM Binimetinib,9828.0,1645.0,1401.0
1,60 nM Binimetinib,4464.0,2001.5,1335.0
1,60 nM Binimetinib,3450.5,1637.0,1538.0
1,60 nM Binimetinib,4109.0,1910.0,1372.0
1,60 nM Binimetinib,4018.5,1795.5,1443.0
1,60 nM Binimetinib,6820.0,2712.0,2603.0
1,60 nM Binimetinib,7194.0,2859.0,2045.0
1,60 nM Binimetinib,5895.0,2310.0,1913.0
1,60 nM Binimetinib,3151.0,1398.0,1163.0
