well,condition,tile,filename,index,N_voxels,Area,Volume,shape_factor,Xc,Yc,Zc,Rg,EquivDiameter,Solidity,PrincipalAxisLengthRatio_1,PrincipalAxisLengthRatio_2,Ellipticity,Oblateness,N_voxels_collar,distance_from_sup_centre,number_of_neighbours,average_distance_to_neighbour,minimal_distance_to_neighbour,is_internal,Mean_nuc_sensor,Std_nuc_sensor,Skewness_nuc_sensor,Kurtosis_nuc_sensor,q_25_nuc_sensor,q_50_nuc_sensor,q_75_nuc_sensor,Mean_collar_sensor,Std_collar_sensor,Skewness_collar_sensor,Kurtosis_collar_sensor,q_25_collar_sensor,q_50_collar_sensor,q_75_collar_sensor,Mean_nuc_nucleus,Std_nuc_nucleus,Skewness_nuc_nucleus,Kurtosis_nuc_nucleus,q_25_nuc_nucleus,q_50_nuc_nucleus,q_75_nuc_nucleus,Mean_collar_nucleus,Std_collar_nucleus,Skewness_collar_nucleus,Kurtosis_collar_nucleus,q_25_collar_nucleus,q_50_collar_nucleus,q_75_collar_nucleus,Mean_nuc_membrane,Std_nuc_membrane,Skewness_nuc_membrane,Kurtosis_nuc_membrane,q_25_nuc_membrane,q_50_nuc_membrane,q_75_nuc_membrane,Mean_collar_membrane,Std_collar_membrane,Skewness_collar_membrane,Kurtosis_collar_membrane,q_25_collar_membrane,q_50_collar_membrane,q_75_collar_membrane,cyt_nuc_ratio_sensor,cyt_nuc_ratio_membrane,cyt_nuc_ratio_nucleus
E6,60 nm Binimetinib,6,E6_tile_6_fused_tp_0,21,2255,864.3516,1901,1.1647,125.494,158.5605,226.7118,6.6274,16.2698,0.88885,0.72609,0.67412,1.4284,0.78109,827,29.328,8,23.9545,17.4026,0,1423.9117,215.3404,-0.83554,3.4991,1296,1461,1585,942.4232,350.2774,-0.35305,1.925,641.5,1029,1242.75,3511.1797,1157.1913,0.052083,2.0651,2550.5,3508,4411,849.7594,392.8619,0.2916,2.9406,588.25,849,1088,328.9654,140.8635,0.8174,2.9876,212,297,421.75,492.2237,196.6729,0.85646,3.8242,340,478,600.5,0.41325,0.61677,0.19486
E6,60 nm Binimetinib,6,E6_tile_6_fused_tp_0,22,1024,489.1539,811.6667,1.1625,153.3926,162.6387,226.2412,5.1299,12.5055,0.91103,0.80856,0.58079,1.4395,0.64227,478,25.4531,9,23.734,12.3583,0,1018.4834,222.2798,-0.4881,5.697,943,1028.5,1117.5,994.1904,405.5146,-0.56602,2.7057,817,1083,1270,5962.4268,3593.1487,0.7341,2.4403,2936.5,4843,8574,925.4184,438.4251,0.49615,2.83,601,891.5,1191,846.1973,229.8735,0.60241,3.2414,679,814.5,981,737.864,311.6749,0.82954,4.2628,522,689,928,0.51291,0.45826,0.15546
E6,60 nm Binimetinib,6,E6_tile_6_fused_tp_0,23,1867,756.8412,1554.1667,1.1664,140.0166,168.0503,228.0857,6.1987,15.2774,0.90587,0.9274,0.62519,1.2882,0.64874,648,30.5046,6,21.2914,14.5467,0,1515.0215,264.8633,-1.1199,4.3662,1423,1568,1684.75,980.75,432.511,-0.40413,1.589,538,1153.5,1361,3838.6052,1278.9979,-0.14977,1.9779,2775,3946,4898.75,848.1713,390.6548,0.47476,2.7066,551.5,799.5,1101.5,248.4081,99.5771,1.1837,4.6363,174,226,300,392.571,176.1242,0.38184,2.7999,282,372.5,504.5,0.42385,0.62239,0.16848
E6,60 nm Binimetinib,6,E6_tile_6_fused_tp_0,24,1971,796.1892,1655.6667,1.1764,163.5434,149.7423,232.5195,6.4178,15.5559,0.90746,0.79293,0.55732,1.4812,0.62168,835,26.7239,10,25.148,17.572,0,1098.1598,256.0908,-0.98707,3.3288,970.25,1163,1280,763.4348,360.92,-0.26855,1.8463,417.25,850,1045,2615.418,1020.8214,0.14116,2.1449,1810.5,2596,3406.75,574.5042,256.9907,1.0946,3.5784,391,483,727.75,185.5211,74.2226,1.2724,4.9194,132,170,217,292.0898,146.0249,1.1438,4.7981,200.25,270,351.75,0.42226,0.61364,0.15687
E6,60 nm Binimetinib,6,E6_tile_6_fused_tp_0,25,2741,1003.7077,2343.6667,1.1763,144.0923,126.4717,237.2645,7.0601,17.3635,0.90972,0.88428,0.61862,1.3308,0.65661,990,27.4941,10,26.6026,15.3485,0,1314.3959,275.566,-0.48668,2.9126,1154.75,1329,1520,875.0768,258.2472,-0.63426,2.3811,698,942,1062,4752.4297,2123.3569,0.18379,1.9894,2870.5,4679,6509.25,908.7354,348.3457,1.392,4.8379,675,816,1043,307.1543,169.6476,2.9252,16.0913,203,264,356.25,490.1788,255.3243,1.5703,5.549,308,407.5,607,0.4148,0.60685,0.1485
E6,60 nm Binimetinib,6,E6_tile_6_fused_tp_0,26,2468,916.9907,2087.5,1.1609,137.3983,156.5697,239.5284,6.7402,16.7667,0.90969,0.85816,0.66533,1.3128,0.71612,888,30.5956,9,25.3288,16.4194,0,1394.7598,281.0417,-0.85714,3.1464,1237,1465.5,1594,961.5338,400.5719,-0.19019,1.669,569,1035,1297.5,3555.897,1276.0599,0.13428,2.1847,2515.5,3551.5,4508,893.098,368.3817,1.0058,3.1338,629.5,765,1084,312.6864,130.6223,1.7697,7.7744,217,279,372,422.3176,163.9748,0.94696,3.8642,308,393,495,0.41392,0.58482,0.17723
E6,60 nm Binimetinib,7,E6_tile_7_fused_tp_0,1,1555,673.5272,1282,1.1802,134.9949,155.982,133.2489,5.9023,14.374,0.89316,0.73291,0.60068,1.4997,0.69327,673,42.4194,11,30.8629,15.1516,0,806.4058,189.7506,-0.58101,2.6747,679,839,949.75,482.049,212.6902,0.071728,2.1587,304,487,650.5,1254.7402,375.8618,-0.19889,2.2629,994,1287,1540,320.0877,202.8977,1.1527,3.213,179,247,393.75,294.1582,117.3869,1.7169,6.9574,215,269,338.75,457.8589,205.6765,0.7129,3.5681,329,430,570.25,0.36727,0.61516,0.16102
E6,60 nm Binimetinib,7,E6_tile_7_fused_tp_0,2,1503,698.343,1215.3333,1.268,125.2741,134.2628,136.9548,6.2157,14.2119,0.85837,0.70576,0.45713,1.7199,0.53598,676,42.6391,9,25.1361,15.1061,0,511.2575,124.1464,-0.42981,2.697,437,525,600,285.8417,135.6651,0.17577,1.807,160,277,403,1086.5615,366.784,0.075468,2.2838,806.25,1089,1338.75,230.4808,119.9961,1.1061,3.6607,145.5,194,292,307.5103,120.8235,1.0578,4.2771,219,284,372,534.9985,238.2357,0.24813,2.2832,360,506.5,714,0.34539,0.64073,0.15121
E6,60 nm Binimetinib,7,E6_tile_7_fused_tp_0,3,2141,849.6208,1808.3333,1.1836,136.9678,125.1976,140,6.5801,15.9909,0.90452,0.88828,0.57904,1.363,0.6133,811,37.7097,10,24.1941,15.1061,0,1066.3232,247.2978,-0.11972,2.2391,881,1065,1269,617.3699,175.0595,-0.55752,2.4573,499.5,656,751,1925.2737,698.3561,-0.19713,1.8085,1304.75,2025,2545,354.5758,151.4984,0.89094,3.497,246,324,432,298.39,176.8836,1.6074,6.0502,174,249,371,624.1837,348.9797,0.96709,3.3761,335.5,547,808.5,0.38117,0.68719,0.13793
E6,60 nm Binimetinib,7,E6_tile_7_fused_tp_0,4,2684,951.1993,2304.3333,1.1274,158.5533,129.5827,139.5246,6.9387,17.2423,0.92456,0.72071,0.66203,1.4464,0.76948,965,35.0391,14,29.9755,18.407,0,716.2511,132.7236,-0.48343,3.6377,653,728.5,797,539.2995,193.812,-0.072366,2.9747,400.5,586,646,1529.6416,517.2649,-0.11761,2.0419,1086,1591,1950,306.0342,142.9031,0.84279,2.9458,208,263,388.25,162.7619,104.4528,2.2363,10.1383,95,137,196,294.315,175.8568,1.6591,5.7138,181,245,343,0.4458,0.64136,0.14186
E6,60 nm Binimetinib,7,E6_tile_7_fused_tp_0,5,2229,901.6731,1867.5,1.2295,116.6366,158.5011,144.7636,6.9622,16.207,0.89698,0.78139,0.4538,1.6192,0.50949,914,44.962,10,29.7758,19.8649,0,806.6568,252.3869,-0.22028,2.4308,636,805,1009.25,339.6477,213.3445,0.044585,1.3995,114,350.5,545,2147.9102,1013.2557,0.075787,1.7092,1206.25,2108,3069.5,275.6805,163.9659,1.3806,4.5115,159,227.5,339,248.2791,136.3793,1.2259,5.328,145,223,319,360.2068,202.816,0.61111,3.1943,178,364,486,0.30333,0.6201,0.09741
E6,60 nm Binimetinib,7,E6_tile_7_fused_tp_0,6,3288,1080.0326,2856,1.1095,145.1104,158.4057,144.2658,7.2244,18.4492,0.92829,0.91774,0.79805,1.1656,0.83228,986,31.0892,13,26.379,15.1516,1,926.0882,81.8516,-0.11091,2.9364,871,929,980.5,856.3164,123.7807,-0.53094,3.6142,792,866,935,2642.7478,827.0145,-0.16002,2.2101,1971.5,2767.5,3255,558.0071,248.5529,0.66994,2.4578,365,496,741,255.3282,156.804,1.5213,5.9072,143,219,314,497.0162,225.6477,1.2321,3.9446,330,399.5,624,0.48245,0.64592,0.15198
E6,60 nm Binimetinib,7,E6_tile_7_fused_tp_0,7,1765,752.9984,1459.5,1.2102,152.3853,113.1484,146.4538,6.2288,14.9939,0.89277,0.84424,0.54409,1.4406,0.59004,785,38.4526,9,31.8237,15.1529,0,774.8731,174.0536,-0.44774,2.9278,669.75,783,900,478.5847,195.7129,-0.46111,2.0309,301,548,619.25,1611.0997,685.1436,0.13726,1.8653,1004,1588,2191.25,283.2064,93.3085,0.60638,3.1978,215,273,344,365.6363,180.1987,1.7603,7.0995,245,320,430.25,509.0917,275.331,1.2693,4.7202,317,464,622,0.41172,0.59184,0.1467
E6,60 nm Binimetinib,7,E6_tile_7_fused_tp_0,8,1625,720.8422,1338.8333,1.2271,172.1686,140.5415,145.2991,6.1075,14.5865,0.86667,0.90753,0.55797,1.3647,0.58501,714,33.9645,9,22.8046,15.4351,1,822.4665,153.0994,-0.43809,2.731,726.75,836,935,545.7535,204.8311,0.17013,2.5824,379,575.5,669,1768.7391,601.9953,0.13559,2.1151,1260.75,1753,2255,433.7549,201.2441,0.88679,2.9706,279,370.5,565,425.5858,125.933,0.37178,2.8207,325.75,423,511,579.7129,168.5878,0.19594,2.2375,450,572.5,707,0.40772,0.57509,0.17448
E6,60 nm Binimetinib,7,E6_tile_7_fused_tp_0,9,155,118.0684,102,1.1184,167.1419,154.6065,141.4065,2.6314,6.6647,0.92262,0.81472,0.76812,1.2635,0.84655,155,36.0665,11,26.6462,14.0285,0,1939.4323,413.703,0.2136,2.0865,1599,1908,2243.25,993.9226,198.4192,0.75743,4.7316,879.25,976,1086.25,903.4645,231.5266,0.17,2.3975,731.5,919,1057.5,301.5226,191.5291,1.951,7.1474,173.75,253,329.25,217.4581,39.9508,0.4394,2.5695,181.75,213,244.75,307.2903,66.1459,0.49195,2.3601,250,297,354.75,0.33842,0.58235,0.21587
E6,60 nm Binimetinib,7,E6_tile_7_fused_tp_0,10,1274,598.6949,1024.5,1.2182,138.325,108.1083,149.0063,5.7121,13.45,0.8744,0.70606,0.50388,1.653,0.59069,551,42.5539,8,27.8888,13.5329,0,633.9278,129.2726,-0.67749,2.9011,555,660,728,381.1288,183.8082,0.040759,1.7339,199.25,394,535.75,1607.2252,489.4162,-0.047474,2.0645,1226,1618.5,1999,384.7495,153.0277,1.4598,5.9137,280,357,445.5,512.2763,161.5452,0.82176,3.2895,390,477,614,674.2087,291.2127,0.16505,2.2189,433,665,903.75,0.37381,0.58231,0.18071
E6,60 nm Binimetinib,7,E6_tile_7_fused_tp_0,11,2336,919.5261,1965,1.212,173.8069,161.4795,153.9593,7.101,16.4623,0.90473,0.66182,0.45057,1.7979,0.54226,826,34.7276,8,21.3494,9.6658,1,1244.1708,295.9584,-0.24564,2.5237,1047,1255,1470.5,600.9274,270.8904,0.44134,2.2182,386,551,795,2410.7175,1078.1525,0.28534,2.0245,1436.5,2330,3294.5,415.0097,158.2442,1.5394,7.0652,309,386.5,482,314.7889,152.0999,1.3035,5.5609,199,288,394,422.2784,208.0822,1.0784,4.26,261,372.5,546,0.30509,0.56397,0.14228
E6,60 nm Binimetinib,7,E6_tile_7_fused_tp_0,12,1901,799.1476,1579.5,1.2184,132.5392,168.1925,152.5208,6.4667,15.3696,0.8879,0.83992,0.51155,1.4799,0.55605,808,35.6928,12,23.9861,17.9433,1,1151.1989,222.7591,-0.042628,2.1629,970,1155,1333.25,668.4752,129.1711,-0.47861,3.1787,607,679,750,2013.4467,582.8696,-0.23483,2.1095,1536.75,2079,2482.25,419.9282,180.6175,0.42998,2.8764,285,407,540,187.9542,110.81,2.2368,12.2408,113,162,229.25,445.8552,226.9326,1.5335,5.6513,288,379,535.5,0.37023,0.70055,0.16372
E6,60 nm Binimetinib,7,E6_tile_7_fused_tp_0,13,1321,651.4985,1057,1.2983,115.8804,134.9674,153.0689,6.1916,13.6134,0.8382,0.62902,0.40274,1.9384,0.49446,676,39.0619,8,22.6645,16.9422,0,579.0023,130.5832,-0.081739,2.4681,483.75,583,673,299.0074,138.9593,0.24159,1.8655,174.5,283,414,1223.0856,408.2485,0.040015,2.1294,888.75,1226,1538,281.8136,123.6812,0.77738,4.7233,197.5,275.5,356,203.3512,81.6998,1.3298,4.948,144,185,241,299.0251,155.5078,0.91167,3.7349,172.5,280,394,0.32679,0.60215,0.18348
E6,60 nm Binimetinib,7,E6_tile_7_fused_tp_0,14,2257,854.9944,1917.3333,1.1455,126.669,112.1263,154.5862,6.6028,16.2746,0.91785,0.73601,0.61043,1.4854,0.70325,709,41.7112,8,26.074,13.5329,0,1328.4253,341.5842,0.012109,2.0037,1053.75,1320,1616.25,646.4189,250.4118,-0.41831,1.9188,426,696,856.5,2702.8484,1070.3571,-0.13489,1.7869,1714,2862,3633,421.677,179.2908,0.6718,3.2709,297.75,395,525,339.8201,197.2515,1.8993,8.8221,201,296,422.25,592.5148,259.0249,0.977,4.2461,401,540,755,0.34524,0.64593,0.12128
E6,60 nm Binimetinib,7,E6_tile_7_fused_tp_0,15,2180,897.3669,1814.3333,1.2474,189.6518,143.7362,154.3596,6.8877,16.0874,0.87515,0.81355,0.49343,1.5302,0.54416,954,43.0982,11,29.3633,19.949,1,677.5844,170.6936,-0.43756,2.5572,562.5,705,805,379.2621,214.8266,0.55039,2.1798,196,313,563,1142.321,476.832,0.36142,2.1586,737.5,1096,1507,242.5052,93.9081,1.3164,5.7922,175,229,291,200.6064,63.4916,1.159,4.8298,155,189,231,232.3218,93.3034,0.38251,3.0416,159,233,292,0.30747,0.55213,0.17283
E6,60 nm Binimetinib,7,E6_tile_7_fused_tp_0,16,1608,661.7081,1337.5,1.1272,134.4192,145.5796,153.0889,5.7354,14.5355,0.91991,0.89996,0.74696,1.2144,0.78629,703,23.5923,14,23.3119,18.2412,1,802.768,84.499,-0.19204,2.8959,746,806,861.5,676.9844,98.0889,0.11551,3.1101,608,682,738,1563.7133,306.7333,-0.065286,2.4331,1355,1566,1785,523.4153,188.7128,0.33123,2.3586,384,497,664.5,254.2736,90.1363,1.3688,5.8042,188.5,238,298,554.3784,188.943,1.1362,4.1768,419.5,515,639,0.45833,0.68393,0.24091
E6,60 nm Binimetinib,7,E6_tile_7_fused_tp_0,17,2266,858.4273,1929.3333,1.1454,209.485,115.8928,155.556,6.5946,16.2962,0.91297,0.73417,0.63641,1.4592,0.73397,790,67.2194,9,43.5785,15.4866,0,743.5702,236.9678,-0.17995,2.254,573,753,926,323.3544,199.8227,0.64659,2.0973,149,250,484,1534.2087,688.3953,0.2061,1.8418,931,1469,2142,260.8114,140.2066,1.0138,3.192,163,223,325,263.3941,103.2805,0.91658,3.3235,181,241,321,321.0354,144.7728,0.53162,2.8967,202,316,413,0.24925,0.56732,0.1318
E6,60 nm Binimetinib,7,E6_tile_7_fused_tp_0,18,933,524.0573,713.8333,1.3567,169.2787,153.0279,155.1811,5.52,12.1235,0.84818,0.83569,0.39452,1.6257,0.42984,392,26.9411,11,20.1995,9.6658,1,966.5424,124.4456,-0.026537,2.5745,873,975,1063.25,693.4438,127.5694,1.8528,8.0299,615,668,737.5,1854.9421,326.8867,-0.077994,2.0817,1588.5,1871,2120.25,691.6454,217.2844,-0.090471,2.7796,534,711.5,838.5,253.8992,80.0037,1.1255,5.0249,193,242,295,460.1429,193.3705,1.4601,5.0776,320.5,404.5,540.5,0.40657,0.62568,0.27551
E6,60 nm Binimetinib,7,E6_tile_7_fused_tp_0,19,1402,634.4433,1140.1667,1.2021,171.02,183.7511,155.4501,5.8637,13.8862,0.89757,0.68419,0.50744,1.6784,0.60259,707,48.5669,12,39.6005,19.5226,0,617.9971,138.983,-0.47804,2.4573,522,641,727,332.7963,163.1849,0.071642,1.7824,167,349,463.75,530.5521,142.3192,-0.52534,2.4314,434,558,638,146.785,89.3056,1.3638,4.7254,78.5,124,186.5,93.8816,43.2683,0.8807,3.9697,60,87,120,195.0028,106.0709,1.2361,4.3006,122,170,235.75,0.35253,0.66148,0.18182
E6,60 nm Binimetinib,7,E6_tile_7_fused_tp_0,20,1552,693.4757,1267.3333,1.2245,135.1508,186.5619,156.7951,6.1776,14.3647,0.88082,0.61057,0.48695,1.8223,0.60469,657,48.1879,9,27.3666,14.7678,0,641.6392,169.289,-0.28357,2.3242,521,651,775,336.7641,179.6936,0.29495,2.4923,157.5,355,473.5,1624.5187,636.5612,-0.14447,1.7451,1055.5,1667.5,2213,257.8828,118.7611,0.81312,3.5043,168,238,322,168.3885,123.1418,2.233,8.9277,90,133,201,288.2405,188.0021,1.2589,4.6015,156.25,237,385.25,0.35288,0.64054,0.1249
E6,60 nm Binimetinib,7,E6_tile_7_fused_tp_0,21,2762,974.3767,2368.8333,1.1338,149.7835,188.3284,157.7169,6.9881,17.4077,0.9256,0.81134,0.63732,1.3806,0.7037,906,47.3287,8,25.7469,14.7678,0,850.8436,117.4898,-0.75153,3.7108,785,865,938,634.6777,280.3812,-0.49126,1.8124,376,738,867,1707.921,558.1071,-0.26474,2.153,1252,1803.5,2154,318.33,150.2319,0.84475,3.1736,201,292,398,168.1752,114.2563,1.8561,8.5949,87,139,215,378.0342,242.5736,1.2841,3.8883,206,285,485,0.46039,0.67217,0.13935
E6,60 nm Binimetinib,7,E6_tile_7_fused_tp_0,22,1475,632.6361,1213.8333,1.1496,161.139,143.4678,156.2298,5.6743,14.1231,0.90769,0.83174,0.66384,1.3373,0.72482,626,18.4381,12,21.3369,12.5996,1,828.4882,124.6986,0.739,3.2971,738,812,896,599.5607,69.4906,0.667,4.8921,552,597,643,1891.6421,531.729,1.0553,4.216,1528.25,1801,2130.5,589.4105,240.443,0.42671,2.4869,414,558,748,292.9817,123.9738,1.9039,8.7039,207,263,343,536.623,193.0487,1.0937,3.7973,388,484,638,0.4237,0.64793,0.23654
E6,60 nm Binimetinib,7,E6_tile_7_fused_tp_0,23,2305,854.6938,1952.5,1.1314,188.0221,116.8772,158.9601,6.5909,16.3892,0.92719,0.85696,0.63674,1.339,0.68579,912,47.6797,9,26.9583,18.7158,1,821.6798,174.2541,-0.21603,2.9468,712,821,938,513.1053,171.2851,-0.77309,2.9483,430.5,546.5,632,1335.275,486.8967,0.29168,2.3195,932,1295,1713,332.6502,145.1002,0.60672,2.7502,216.5,313,427,81.2703,36.016,0.80843,3.363,53.75,75,103,148.9759,81.9077,1.3609,6.1012,88,131,195.5,0.39963,0.63592,0.19465
E6,60 nm Binimetinib,7,E6_tile_7_fused_tp_0,24,2048,838.0347,1713.1667,1.2104,126.5127,124.5356,161.1416,6.7145,15.7559,0.90901,0.74969,0.47042,1.6392,0.53772,784,31.1432,12,22.0292,14.0353,1,983.3354,137.2585,-0.30694,2.694,892,990,1084,713.6977,186.7009,-0.63502,2.9312,588,743.5,855,2341.0991,796.3085,-0.049713,1.8378,1623,2403,3021.5,497.9286,163.5006,0.26926,2.8801,384,491,610.5,420.458,166.2089,1.1679,4.7611,294,385,513,640.0919,214.7559,0.54306,3.0515,473.5,621,778,0.4289,0.6173,0.16966
E6,60 nm Binimetinib,7,E6_tile_7_fused_tp_0,25,1959,801.6594,1624.1667,1.1997,175.5707,131.7473,162.1087,6.6566,15.5243,0.92275,0.68409,0.45689,1.7529,0.5426,835,29.3518,13,24.4632,17.2638,1,940.6156,203.0058,0.40475,2.5552,787.25,915,1074,603.1964,142.3223,-0.049611,2.8046,502.25,614,710,1989.9801,754.6448,0.2505,2.1373,1310,1980,2567.5,417.9808,121.0693,1.0345,4.5304,330,397,485,237.5799,117.56,1.4279,5.7923,152,210,296,383.606,188.5693,1.7942,7.5475,251.25,320,466.75,0.40157,0.60377,0.16702
E6,60 nm Binimetinib,7,E6_tile_7_fused_tp_0,26,2513,908.8539,2141.8333,1.1311,156.6462,171.035,159.0318,6.7318,16.868,0.92356,0.8592,0.67596,1.3028,0.72715,957,31.3005,13,23.6818,18.6517,1,748.5499,69.3926,0.061496,2.8986,703,748,792,645.3365,74.2941,0.30366,2.6851,591,641,693.25,2163.2002,600.2192,0.052353,2.3508,1676.75,2213,2591,520.9122,150.8037,0.2865,2.8543,420,511,616.25,230.0832,90.2278,0.99468,3.8551,158,215,278,516.7576,204.5376,1.0507,3.6127,349.75,463,630.25,0.46148,0.68289,0.18759
E6,60 nm Binimetinib,7,E6_tile_7_fused_tp_0,27,2162,829.5796,1826.1667,1.1482,170.1374,115.5083,164.3025,6.3538,16.043,0.90802,0.82504,0.73537,1.2817,0.80587,861,34.665,11,27.794,17.2638,1,721.3066,88.7441,-0.010759,2.8128,661,723,782,667.072,169.5171,-0.72159,3.0203,576.75,705,774.25,813.4819,161.8652,-0.23309,2.804,705,826,924,314.2636,130.4961,0.59464,2.9,213,294,396.25,91.5999,49.1754,1.5797,6.5222,57,81,114,196.935,97.8096,1.3268,4.9784,127,170,248.25,0.4937,0.67729,0.2625
E6,60 nm Binimetinib,7,E6_tile_7_fused_tp_0,28,2258,902.0121,1891.3333,1.2196,208.6541,105.0204,166.5531,7.0018,16.277,0.89249,0.7241,0.4578,1.6922,0.53106,863,70.075,11,53.8084,15.4866,0,617.4938,208.742,-0.022922,2.0825,455,617.5,782,272.7636,128.1371,0.39671,2.2706,152.25,272,364.75,1470.3202,689.9208,0.20778,1.8256,839,1418.5,2044,252.1124,93.152,0.83504,4.0336,195,238,291,224.0704,82.0867,1.1252,5.0674,165,211,269,305.1252,178.7879,1.0012,4.0461,154,278,404.75,0.30579,0.56851,0.14368
E6,60 nm Binimetinib,7,E6_tile_7_fused_tp_0,29,3207,1268.7084,2705.3333,1.3512,116.6982,154.8684,164.2934,7.7453,18.2964,0.79049,0.83195,0.64734,1.352,0.70672,1225,35.8168,11,25.5002,19.8649,0,610.0705,164.4556,0.75422,2.8596,490,563,717,386.9821,142.9312,-0.1504,2.4391,286,400,487,1776.5469,645.0116,0.48651,2.5347,1267,1698,2182,411.1167,165.5645,0.47859,2.7168,286,395,515,312.9916,127.9803,0.99362,4.198,212,291,388,451.7265,163.6135,0.53065,3.7443,342,443,549,0.41537,0.60354,0.18872
E6,60 nm Binimetinib,7,E6_tile_7_fused_tp_0,30,1719,714.5867,1427.6667,1.1654,137.9476,106.1268,167.5573,6.0531,14.8625,0.90521,0.82734,0.60027,1.4009,0.65699,698,38.7066,12,31.3589,18.2058,0,734.2711,157.6441,-0.21304,2.4781,620.25,747,849,435.6203,182.8143,0.11336,1.8466,256,443.5,589,1323.0739,456.935,-0.15733,2.027,940.25,1362,1697,284.6576,133.866,2.1928,9.3365,202,252,325,267.6771,123.5312,1.6701,7.8248,181,239,325,398.9627,204.769,1.3781,5.3713,246,361.5,495,0.37253,0.602,0.15613
E6,60 nm Binimetinib,7,E6_tile_7_fused_tp_0,31,878,428.9103,694.8333,1.1306,151.0706,128.2927,164.8269,4.7774,11.8804,0.92518,0.79599,0.62792,1.4046,0.69924,512,15.7547,18,24.0891,17.255,1,410.4488,121.5729,0.040238,2.0625,307,409.5,508,469.5898,188.9707,-0.37186,1.7312,276,530,625,2420.9966,1434.709,0.87472,2.8483,1247,1958.5,3439,412.6172,161.011,0.61287,2.729,290,389.5,514.5,681.1071,196.2685,0.79855,3.4016,534,648,807,694.0859,237.2809,0.41524,2.6621,525.5,677,858.5,0.56413,0.51094,0.16589
E6,60 nm Binimetinib,7,E6_tile_7_fused_tp_0,32,1049,515.3622,831.1667,1.2055,137.7617,138.2517,169.4557,5.425,12.6064,0.87709,0.57134,0.49245,1.8801,0.62679,547,12.9524,14,22.2837,11.7019,1,393.6826,101.4582,0.59913,2.9683,320,372,462.25,466.3912,179.7437,-0.34474,1.8829,307.25,498,614.5,2365.4214,922.431,0.58324,2.6786,1591.75,2272,2988.75,579.3894,223.9153,0.6273,2.5885,404,536,731.25,679.6339,259.5068,1.0316,3.8651,476,626,821,865.8154,364.8965,0.24394,2.626,611.25,871,1091,0.57241,0.58183,0.19088
E6,60 nm Binimetinib,7,E6_tile_7_fused_tp_0,33,2259,823.6497,1923,1.1014,146.8282,153.7928,167.4697,6.3437,16.2794,0.9304,0.96113,0.85493,1.1013,0.87188,848,11.8248,16,24.3694,17.0647,1,749.9451,60.9711,0.27525,2.827,705,744,792,687.763,86.3168,1.086,4.165,628,670,728,2613.7158,656.6437,-0.096116,2.1087,2069.25,2669,3121,689.822,217.155,0.53289,3.3342,523.5,679,836,402.1385,159.3699,0.99045,3.8119,280,366,497,756.1332,293.9167,0.66794,2.5655,509,701,960.5,0.47383,0.65698,0.20281
E6,60 nm Binimetinib,7,E6_tile_7_fused_tp_0,34,1730,718.2148,1438.1667,1.1656,124.4434,176.8763,170.7902,6.1753,14.8942,0.91438,0.72501,0.53484,1.5875,0.6201,780,42.4531,10,27.4762,20.1077,0,818.4272,178.4277,-0.14335,2.7387,699,821,945,513.8795,218.6086,-0.27287,2.2983,329,575,653,1811.559,815.5059,0.20124,1.8928,1068,1765,2491,309.1782,111.5941,0.83377,4.1836,230.5,296,372,239.752,123.5517,1.2506,5.0584,148,210,303,422.2564,216.9503,0.58414,3.006,274,386,567.5,0.41189,0.64765,0.14362
E6,60 nm Binimetinib,7,E6_tile_7_fused_tp_0,35,1644,709.2097,1356.5,1.1968,161.9769,148.9951,173.691,6.3311,14.6431,0.9098,0.58719,0.4755,1.882,0.59917,718,13.9529,16,24.4448,15.5699,1,880.6058,139.7175,0.38698,2.6595,781,866,976,641.22,94.4905,0.50572,2.8767,570,631,703,2274.5979,794.8218,0.39372,2.0451,1588,2142,2905,650.2159,201.1123,0.27465,2.3629,487,642.5,806,367.2975,130.4564,1.3925,5.3529,273,330,431,531.9847,161.4144,0.83724,3.5282,414,508,622,0.42151,0.60621,0.23074
E6,60 nm Binimetinib,7,E6_tile_7_fused_tp_0,36,1589,697.6984,1307.8333,1.2064,110.866,129.9352,175.6545,6.1258,14.478,0.90284,0.80754,0.51346,1.514,0.56814,754,41.3117,13,32.6446,19.6974,0,469.2127,141.1629,-0.19735,2.4447,374,478,575,241.3528,136.2648,0.32256,1.7269,116,216,372,990.2587,417.9349,0.42573,2.4224,646.75,936,1303,223.9987,81.9575,0.57634,2.7988,160,214,279,183.3436,57.6909,0.74381,3.4614,140,175,217,215.4138,127.745,0.63524,2.6893,99,194,306,0.31124,0.52575,0.18609
E6,60 nm Binimetinib,7,E6_tile_7_fused_tp_0,37,3466,1182.5171,2987.5,1.1788,200.4233,125.8762,176.341,7.5262,18.7763,0.88149,0.87054,0.70072,1.2729,0.74922,1217,53.6723,13,43.2676,23.1704,0,661.2599,147.256,-0.71756,2.9063,572,689,772,409.318,186.3051,0.25984,1.8872,239,396,562,1234.0992,472.059,0.30748,2.2757,842,1198.5,1612,333.6171,142.28,0.96786,3.8241,240.75,306,387,137.6971,67.4672,1.6512,6.2541,90,120,162,168.4215,109.976,1.4525,4.6718,90,140,200.25,0.36498,0.53846,0.20339
